name,base,seq,system,sub,rateType,image,flags,heldOrDup,file
Skeletal 200,9,6 5 1 3 6,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soham Body\SOHAM   SKELETAL 200 - SOHAM - Base 9 (336).afdesign
Sleep Cm,9,2 6 1 5 5,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soham Body\SOHAM   SLEEP CM - SOHAM - Base 9 (336).afdesign
Teeth 200,9,3 9 2 1 6,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soham Body\SOHAM   TEETH 200 - SOHAM - Base 9 (336).afdesign
Throat 30,9,4 1 4 1 1,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soham Body\SOHAM   THROAT 30 - SOHAM - Base 9 (336).afdesign
Blood Pressure 200,44,17 17 39 39,Combe,Subtle Body / Soham,Base 44 Rate (Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soham Body\SOHAM  BLOOD PRESSURE 200 - SOHAM - Base 9 (336) copy.afdesign
Blood Pressure 200,9,6 3 6 3 9,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soham Body\SOHAM  BLOOD PRESSURE 200 - SOHAM - Base 9 (336).afdesign
Stabilising,44,11 12 33 34,Combe,Soham,Base 44 Rate (Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soham Body\STABILISING - SOHAM - Base 44  .afdesign
Soul,9,2 8 7 8,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soul\SOUL - SB - QRP - Base 9 (336).afdesign
Soul Cleansing,44,19 20 23 24,Combe,Subtle Body / Soham,Base 44 Rate (Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soul\SOUL CLEANSING - SOHAM - Base 44.afdesign
Soul Cleansing,9,9 1 3 4 8,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soul\SOUL CLEANSING - SOHAM - Base 9 (336).afdesign
Soul Energy,9,5 9 6 7 2 8 1,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Soul\SOUL ENERGY - SB - QRP - Base 9 (336) copy.afdesign
Spiritual Energy,9,2 4 8 5 8 9,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Spiritual\SPIRITUAL ENERGY - SB - QRP - Base 9 (336) copy 2.afdesign
Spiritual Perception,9,7 8 3 6 1 6 4,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Spiritual\SPIRITUAL PERCEPTION - SB - QRP - Base 9 (336) copy 3.afdesign
Spiritual Resonance,9,5 5 8 7 1 1 9,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Spiritual\SPIRITUAL RESONANCE - SB - QRP - Base 9 (336) copy 4.afdesign
Spiritual Transformation,9,8 1 9 4 8 2 5,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Spiritual\SPIRITUAL TRANSFORMATION - SB - QRP - Base 9 (336) copy 5.afdesign
Spiritual Upliftment,44,20 22 33 34,Combe,Subtle Body / Soham,Base 44 Rate (Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Spiritual\SPIRITUAL UPLIFTMENT  - SOHAM - Base 44  copy 10.afdesign
Spiritual Upliftment,9,2 6 2 3 4,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Spiritual\SPIRITUAL UPLIFTMENT - SOHAM - Base 9 (336).afdesign
Balance,9,9 4 2 9 6,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA  SB - BALANCE - QRP - Base 9 (336).afdesign
Oral Intake:p/v&k,9,3 5 6 1 2 8,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA -  ORAL INTAKE-PV&K - SB - QRP - Base 9 (336) copy 4.afdesign
Pitta,9,4 6 7 8 7,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA -  PITTA - SB - QRP - Base 9 (336) copy.afdesign
Vayu,9,8 1 3 4 7,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA -  VAYU - SB - QRP - Base 9 (336).afdesign
Ayurvedic Vata/kapha,9,1 7 1 4 5 9 9,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - AYURVEDIC VATAKAPHA - SB - QRP - Base 9 (336) copy 2.afdesign
Ayurvedic Vata/pitta,9,7 8 2 1 8 9 8,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - AYURVEDIC VATAPITTA - SB - QRP - Base 9 (336) copy.afdesign
Ayurvedic - Vata,9,5 1 4 9 4 5,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - AYURVEDIC-VATA - SB - QRP - Base 9 (336).afdesign
Kapha Physiolog. Type,9,3 6 5 1 2 6 5,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - KAPHA PHYSIOLOG.TYPE - SB - QRP - Base 9 (336) copy 2.afdesign
Oral Intake:k/v&p,9,5 7 2 6 2 4 8,Combe,Subtle Body / Tridosha,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - ORAL INTAKE-KV&P- SB - QRP - Base 9 (336) copy 3.afdesign
Oral Intake:p&k/v,9,3 5 6 8 1 3 8,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - ORAL INTAKE-P&KV - SB - QRP - Base 9 (336).afdesign
Oral Intake:v&k/p,9,3 5 6 8 1 3 8,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - ORAL INTAKE-V&KP - SB - QRP - Base 9 (336) copy 2.afdesign
Oral Intake:v&p/k,9,4 5 7 9 1 2 1,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - ORAL INTAKE-V&PK - SB - QRP - Base 9 (336).afdesign
Oral Intake:v - P&k,9,5 5 7 8 2 4 4,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),,,duplicate,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - ORAL INTAKE-V-P&K - SB - QRP - Base 9 (336) copy 3.afdesign
Oral Intake:v/p&k,9,3 4 7 9 8 8 3,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),,,duplicate,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - ORAL INTAKE-VP&K - SB - QRP - Base 9 (336) copy.afdesign
Oral Intake:v/p&k,9,4 4 7 1 7 9 5,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),,,duplicate,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - ORAL INTAKE-VP&K - SB - QRP - Base 9 (336).afdesign
Pitta Physiolog. Type,9,6 8 2 4 6 8 7,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - PITTA PHYSIOLOG.TYPE - SB - QRP - Base 9 (336) copy 2.afdesign
Vata Physiolog. Type,9,8 9 5 5 9 9 9,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA - VATA PHYSIOLOG.TYPE - SB - QRP - Base 9 (336) copy 3.afdesign
Ayurvedic Pitta/kapha,9,5 2 5 2 6 2 4,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA -AYURVEDIC PITTAKAPHA - SB - QRP - Base 9 (336).afdesign
Kapha,9,6 5 3 2 7,Combe,SUBTLE BODY/TRIDOSHA,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Tridosha\TRIDOSHA -KAPHA - SB - QRP - Base 9 (336) copy.afdesign
Uplift,44,2 3 6 8 11,Combe,Soul/Uplift,Base 44 Rate (Combe),jpg-twin,,,Affinity\Subtle Bodies\Subtle Body  UPLIFT\UPLIFT - Command  - B44.afdesign
Uplift 200,9,8 9 8 9 7,Combe,Subtle Body / Soham,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  UPLIFT\UPLIFT 200 - SOHAM - Base 9 (336).afdesign
Ultra Sounds,9,5 1 5 1 2 9 9 5,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin\ULTRA SOUNDS - SB - QRP - Base 9 (336).afdesign
Yang,9,3 3 3 9,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin Yan Balance\YANG - SB - QRP - Base 9 (336) copy 3.afdesign
Yang Heel Bilateral,9,8 6 9 3 6 5,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin Yan Balance\YANG HEEL BILATERAL - SB - QRP - Base 9 (336) copy 4.afdesign
Yang Wei Mo Bilateral,9,4 4 6 5 2 3,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin Yan Balance\YANG WEI MO BILATERAL - SB - QRP - Base 9 (336) copy 5.afdesign
Yin,9,6 6 6 9,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin Yan Balance\YIN - SB - QRP - Base 9 (336) copy 6.afdesign
Yin Qui Mo Bilateral,9,6 9 3 3 8 2,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin Yan Balance\YIN QUI MO BILATERAL - SB - QRP - Base 9 (336) copy 2.afdesign
Yin Wei Mo Bilateral,9,5 4 3 7 3 4,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin Yan Balance\YIN WEI MO BILATERAL - SB - QRP - Base 9 (336) copy.afdesign
Yin/yang Balance,9,3 6 3 6 9,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Subtle Body  Yin Yan Balance\YINYANG BALANCE - SB - QRP - Base 9 (336) copy 4.afdesign
Transcend,44,8 9 11,Combe,Command,Base 44 Rate (Combe),jpg-twin,,,Affinity\Subtle Bodies\transcend - Command  - B44.afdesign
Translocation,9,8 5 9 4 7 6,Combe,SUBTLE BODY,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\TRANSLOCATION - SB  - QRP - Base 9 (336) copy 2.afdesign
Transmute,9,5 4 7 8 2 4 3,Combe,SUBTLE BODY,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\TRANSMUTE - SB  - QRP - Base 9 (336) copy.afdesign
Understanding,9,5 5 9 3 5 7 7,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\UNDERSTANDING - SB - QRP - Base 9 (336) copy.afdesign
Uplift Transform,9,2 5 3 3 5 8,Combe,Subtle Body,Base 9 Rate (336 - Combe),embedded-preview,,,Affinity\Subtle Bodies\Uplift transform.afdesign
